"categoria","data","lancamento","valor","dt_competencia"
Assinatura,,Google One,11.99,2025-03-06
UTILIDADE CASA,,Amazon,29.9,2025-03-06
Viagem,,Et Car Hire,498.35,2025-03-06
Viagem,,Et Car Hire,1199.66,2025-03-06
Celular,,Vivo Easy,33.0,2025-03-06
Estacionamento,,Transação de NuTag,20.0,2025-03-06
Pet,,Cobasi-O Shopping do,146.41,2025-03-06
UTILIDADE CASA,,Amazon,56.57,2025-03-06
Assinatura,,Google A Medium Corp,13.59,2025-03-06
Eletrônico,,"Estorno de ""Shopee *Fangstore""",-48.99,2025-03-06
UTILIDADE CASA,,Amazon,7.17,2025-03-06
UTILIDADE CASA,,Amazon,15.34,2025-03-06
Estacionamento,,Transação de NuTag,18.0,2025-03-06
UTILIDADE CASA,,Amazon,7.49,2025-03-06
UTILIDADE CASA,,Amazon,15.9,2025-03-06
UTILIDADE CASA,,Amazon,5.65,2025-03-06
Estacionamento,,Transação de NuTag,18.0,2025-03-06
Alimentação,,Mercado Oba Oba Ltda M,44.12,2025-03-06
Estacionamento,,Transação de NuTag,16.0,2025-03-06
Estacionamento,,Transação de NuTag,8.4,2025-03-06
Outros,,Dm*Temu,53.79,2025-03-06
Produtos Saúde,,Drogaria_sp - Parcela 1/2,71.95,2025-03-06
Eletrônico,,Shopee *Fangstore,48.99,2025-03-06
Alimentação,,Ifd*Carrefour Comercio,139.05,2025-03-06
Pet,,Cobasi-O Shopping do,146.41,2025-03-06
Alimentação,,Mercadoobaoba,39.88,2025-03-06
Restaurante,,Ifd*Lanchonete Mello,32.48,2025-03-06
Outros,,Mp *Decalquesbr - Parcela 3/4,32.5,2025-03-06
Vestimenta,,Ecommerce Mi*Mizuno Br - Parcela 3/4,21.8,2025-03-06
Vestimenta,,Renner - Parcela 3/3,37.23,2025-03-06
Ferramentas,,Aliexpress - Parcela 2/8,33.48,2025-03-06
Vestimenta,,Cr *Chico Rei - Parcela 3/4,53.62,2025-03-06
Produtos Saúde,,Raia231 - Parcela 3/3,59.14,2025-03-06
Manutenção,,Tokio Motors - Parcela 4/4,108.87,2025-03-06
Outros,,Mercadolivre*Polyshee - Parcela 5/5,33.98,2025-03-06
Vestimenta,,Mp *Wtenniscombr - Parcela 4/5,45.98,2025-03-06
Manutenção,,Mercadolivre*Machadod - Parcela 4/5,34.22,2025-03-06
Vestimenta,,Fila - Parcela 4/10,33.48,2025-03-06
Ferramentas,,Vindi *Voolt3d - Parcela 4/4,27.06,2025-03-06
ELETRÔNICO,,SHOPEE*SHOPEE CYELETRNICO,53.75,2025-03-06
Restaurante,,IFD*TMC COMERCIO DE PIZZA,230.81,2025-03-06
ELETRÔNICO,,SHOPEE*SHOPEE ONLYFISH,33.0,2025-03-06
Ferramentas,,DAISO BRASIL,55.95,2025-03-06
Presentes,,PARC=103HS SHOP PLAZA S,80.0,2025-03-06
Restaurante,,IFD*ARCOS DOURADOS COMERC,46.29,2025-03-06
ELETRÔNICO,,SHOPEE *MULTICOISAS168,21.0,2025-03-06
Produtos Saúde,,DROGARIA SAO PAULO461,106.67,2025-03-06
Outros,,LEITURA,6.9,2025-03-06
Utilidade Casa,,SESTINI MERCANTIL LTDA,72.3,2025-03-06
Pet,,COBASI IMIGRANTES,230.52,2025-03-06
ELETRÔNICO,,AMAZON BR,39.98,2025-03-06
ELETRÔNICO,,SHOPEE *AGSELETRONICAL,23.9,2025-03-06
Pet,,AMAZON BR,19.99,2025-03-06
,,SHOPEE *AGSELETRONICAL,-23.9,2025-03-06
Pet,,LUIZCARLOSDOS,14.0,2025-03-06
RESTAURANTE,,ANAPAULAJSILVA,6.99,2025-03-06
ELETRÔNICO,,AMAZON BR,51.02,2025-03-06
ELETRÔNICO,,AMAZON BR,10.29,2025-03-06
Produtos Saúde,,ACQX COMERCIO DE OCULO,115.99,2025-03-06
Utilidade Casa,,DAISO BRASIL,46.46,2025-03-06
Produtos Saúde,,DROGARIA SAO PAULO 002,73.93,2025-03-06
Restaurante,,IFD*TMC COMERCIO DE PIZZA,98.9,2025-03-06
Restaurante,,IFD*LANCHONETE MELLO  FIL,36.68,2025-03-06
Produtos Saúde,,RAYBAN *RAYBAN BRAZIL,78.88,2025-03-06
Restaurante,,IFD*MIMIC FORNECIMENTO DE,43.99,2025-03-06
Seguro,,AZUL SEGURO AUTO,79.58,2025-03-06
Restaurante,,IFD*ARCOS DOURADOS COMERC,64.89,2025-03-06
Internet,,CONTA VIVO,279.94,2025-03-06
Assinatura,,DL*GOOGLE YOUTUB,24.9,2025-03-06
Viagem,,TAP WEB VIP,924.38,2025-03-06
RESTAURANTE,,BOULEVAR    *BOULEVAR,19.72,2025-03-06
Restaurante,,IFD*TMC COMERCIO DE PIZZA,108.9,2025-03-06
Restaurante,,IFD*MIMIC FORNECIMENTO DE,45.99,2025-03-06
Alimentação,,PAO DE ACUCAR 1717 RIC,217.51,2025-03-06
Restaurante,,IFD*IFOOD CLUB,4.95,2025-03-06
Seguro,,AZUL SEGURO AUTO,139.82,2025-03-06
Viagem,,"IOF de ""Et Car Hire""",-22.1,2025-03-06
Viagem,,"Crédito de ""Et Car Hire""",-504.69,2025-03-06
Curso ,,Datacamp Inc.,347.74,2025-03-06
Curso ,,"IOF de ""Datacamp Inc.""",15.23,2025-03-06
Alimentação,,Hn Hudson News Guarulh,11.9,2025-03-06
Produtos Saúde,,Drogaria Sao Paulo - Parcela 1/3,64.51,2025-03-06
Viagem,,Et Car Hire,86.77,2025-03-06
Viagem,,Et Car Hire,504.69,2025-03-06
Viagem,,"IOF de ""Et Car Hire""",22.1,2025-03-06
Viagem,,"IOF de ""Et Car Hire""",3.8,2025-03-06
Viagem,,"IOF de ""Et Car Hire""",52.54,2025-03-06
Alimentação,,Mercado Oba Oba Ltda M,9.64,2025-03-06
Viagem,,"IOF de ""Et Car Hire""",21.82,2025-03-06
Assinatura,,Google One,11.99,2025-03-06
UTILIDADE CASA,,Amazon,29.9,2025-03-06
Viagem,,Et Car Hire,498.35,2025-03-06
Viagem,,Et Car Hire,1199.66,2025-03-06
Celular,,Vivo Easy,33.0,2025-03-06
Estacionamento,,Transação de NuTag,20.0,2025-03-06
Pet,,Cobasi-O Shopping do,146.41,2025-03-06
UTILIDADE CASA,,Amazon,56.57,2025-03-06
Assinatura,,Google A Medium Corp,13.59,2025-03-06
Eletrônico,,"Estorno de ""Shopee *Fangstore""",-48.99,2025-03-06
UTILIDADE CASA,,Amazon,7.17,2025-03-06
UTILIDADE CASA,,Amazon,15.34,2025-03-06
Estacionamento,,Transação de NuTag,18.0,2025-03-06
UTILIDADE CASA,,Amazon,7.49,2025-03-06
UTILIDADE CASA,,Amazon,15.9,2025-03-06
UTILIDADE CASA,,Amazon,5.65,2025-03-06
Estacionamento,,Transação de NuTag,18.0,2025-03-06
Alimentação,,Mercado Oba Oba Ltda M,44.12,2025-03-06
Estacionamento,,Transação de NuTag,16.0,2025-03-06
Estacionamento,,Transação de NuTag,8.4,2025-03-06
Outros,,Dm*Temu,53.79,2025-03-06
Produtos Saúde,,Drogaria_sp - Parcela 1/2,71.95,2025-03-06
Eletrônico,,Shopee *Fangstore,48.99,2025-03-06
Alimentação,,Ifd*Carrefour Comercio,139.05,2025-03-06
Pet,,Cobasi-O Shopping do,146.41,2025-03-06
Alimentação,,Mercadoobaoba,39.88,2025-03-06
Restaurante,,Ifd*Lanchonete Mello,32.48,2025-03-06
Outros,,Mp *Decalquesbr - Parcela 3/4,32.5,2025-03-06
Vestimenta,,Ecommerce Mi*Mizuno Br - Parcela 3/4,21.8,2025-03-06
Vestimenta,,Renner - Parcela 3/3,37.23,2025-03-06
Ferramentas,,Aliexpress - Parcela 2/8,33.48,2025-03-06
Vestimenta,,Cr *Chico Rei - Parcela 3/4,53.62,2025-03-06
Produtos Saúde,,Raia231 - Parcela 3/3,59.14,2025-03-06
Manutenção,,Tokio Motors - Parcela 4/4,108.87,2025-03-06
Outros,,Mercadolivre*Polyshee - Parcela 5/5,33.98,2025-03-06
Vestimenta,,Mp *Wtenniscombr - Parcela 4/5,45.98,2025-03-06
Manutenção,,Mercadolivre*Machadod - Parcela 4/5,34.22,2025-03-06
Vestimenta,,Fila - Parcela 4/10,33.48,2025-03-06
Ferramentas,,Vindi *Voolt3d - Parcela 4/4,27.06,2025-03-06
Combustível,,CENTRO AUTOMOTIVO AB,100.0,2025-03-06
Restaurante,,LANCHESGAUCHA,26.0,2025-03-06
Restaurante,,BAHIALOCACAOE,5.0,2025-03-06
Restaurante,,BAHIALOCACAOE,30.0,2025-03-06
Restaurante,,JDW,30.0,2025-03-06
Pet,,COBASI SAO CAETANO DO,133.72,2025-03-06
Combustível,,CENTRO A A M LTDA,8.98,2025-03-06
Alimentação,,CENTRO AUTOMOTIVO AB,19.67,2025-03-06
Outros,,TALENTO PRODUTOS DE ARTES,64.0,2025-03-06
Outros,,PAYGO*HOBBY TRADE CENT,40.0,2025-03-06
Alimentação,,MARKET4U,16.97,2025-03-06
Ferramentas,,AMAZON BR,24.95,2025-03-06
Outros,,CASA DA ARTES,28.82,2025-03-06
Presentes,,PARC=103HS SHOP PLAZA S,79.99,2025-03-06
Alimentação,,MARKET4U,5.59,2025-03-06
Utilidade Casa,,SESTINI MERCANTIL LTDA,72.3,2025-03-06
Produtos Saúde,,DROGARIA SAO PAULO 002,72.73,2025-03-06
Eletrônico,,SHOPEE *PRIMEIROSDANET,44.89,2025-03-06
Presentes,,MERCADOLIVRE*ROSARIOTHEGL,53.31,2025-03-06
Eletrônico,,AMAZON BR,39.5,2025-03-06
Eletrônico,,SHOPEE *RUSSOSHOPACESS,22.8,2025-03-06
Alimentação,,AMAZON BR,62.48,2025-03-06
Produtos Saúde,,ACQX COMERCIO DE OCULO,115.99,2025-03-06
Alimentação,,CANTINA CALU,25.0,2025-03-06
Restaurante,,KEEP AMP GO MARKET,29.77,2025-03-06
Restaurante,,FRANQUIA_ACC_SP,5.0,2025-03-06
Restaurante,,IFD*TMC COMERCIO DE PI,108.9,2025-03-06
Alimentação,,IFOOD       *IFOOD,117.8,2025-03-06
Alimentação,,CARREFOUR - IMIGRANTES,156.68,2025-03-06
Combustível,,CENTRO AUTOMOTIVO AB,128.08,2025-03-06
Outros,,DIEGODASILVABARBO,40.0,2025-03-06
Alimentação,,FRANCISCOMEKARU,48.0,2025-03-06
Alimentação,,FABIODOSSANTOS,24.0,2025-03-06
Alimentação,,CLAUDIOHIRATA,12.0,2025-03-06
Pet,,LUIZCARLOSDOS,14.0,2025-03-06
Restaurante,,KATIAAPARECIDA,15.0,2025-03-06
Restaurante,,IFD*ACAIBERRY INDUSTRIA E,38.85,2025-03-06
Outros,,STEAM,84.38,2025-03-06
Eletrônico,,SHOPEE *GCMACESSORIOS,-12.48,2025-03-06
Alimentação,,MERCADO OBA OBA LTDA M,6.86,2025-03-06
Eletrônico,,SHOPEE *GCMACESSORIOS,24.96,2025-03-06
Assinatura,,AMAZON KINDLE UNLTD,19.9,2025-03-06
Internet,,CONTA VIVO,269.99,2025-03-06
Restaurante,,IFOOD       *IFOOD,52.29,2025-03-06
Necessários,,GOL LINHAS A*GXRH,113.09,2025-03-06
Assinatura,,DL*GOOGLE YOUTUB,24.9,2025-03-06
Alimentação,,MERCADO OBA OBA LTDA M,4.08,2025-03-06
Restaurante,,IFOOD       *IFOOD,87.9,2025-03-06
Alimentação,,MARKET4U,16.97,2025-03-06
Restaurante,,IFD*ACAIBERRY INDUSTRIA E,21.92,2025-03-06
Restaurante,,ANAPAULAJSILVA,15.0,2025-03-06
Restaurante,,IFOOD       *IFOOD,34.11,2025-03-06
Ferramentas,,SHOPEE *OBRAPLIN,33.9,2025-03-06
Viagem,,TAP WEB VIP,924.38,2025-03-06
Outros,,BOULEVAR    *BOULEVAR,19.72,2025-03-06
Presentes,,AMAZON BR,67.45,2025-03-06
Alimentação,,MARKET4U,9.98,2025-03-06
Planos,,CARREFOUR COM,340.8,2025-03-06
Restaurante,,FRANQUIA_DG_SP,5.0,2025-03-06
Alimentação,,COPA RIO ACOUGUE,147.43,2025-03-06
Alimentação,,IFOOD  *IFD*CARREFOUR,82.06,2025-03-06
Eletrônico,,SHOPEE *WJCOMPONENTESE,51.77,2025-03-06
Restaurante,,IFD*MILANO COMERCIO VAREJ,105.9,2025-03-06
Assinatura,,IFD*IFOOD CLUB,4.95,2025-03-06
Ferramentas,,AMAZON BR,51.0,2025-03-06
Alimentação,,MOOCA SHOPPING,2.39,2025-03-06
Produtos Saúde,,RAIA2975,41.4,2025-03-06
Eletrônico,,Amazon,47.04,2025-03-06
Outros,,Amazon,24.69,2025-03-06
Celular,,Vivo Easy,33.0,2025-03-06
Assinatura,,Google One,11.99,2025-03-06
Pet,,Amazon,19.9,2025-03-06
Locomoção,,Uber* Trip,25.96,2025-03-06
Assinatura,,Google A Medium Corp,13.59,2025-03-06
Manutenção,,Amazon,27.92,2025-03-06
Manutenção,,Amazon,11.8,2025-03-06
Pet,,Cobasi Imigrantes,146.41,2025-03-06
Estacionamento,,Aliansce,18.0,2025-03-06
Pet,,Shopee *Newhawaiigmrgb,47.99,2025-03-06
Alimentação,,Mercadoobaoba,10.41,2025-03-06
Viagem,,"IOF de ""Europcar""",9.24,2025-03-06
Viagem,,Europcar,211.01,2025-03-06
Curso ,,Openai,30.16,2025-03-06
Curso ,,"IOF de ""Openai""",1.32,2025-03-06
Alimentação,,Mercado Oba Oba Ltda M,13.47,2025-03-06
Pet,,Amazon Marketplace,130.16,2025-03-06
Vestimenta,,Fila - Parcela 6/10,33.48,2025-03-06
Pet,,Cobasi Sao Caetano do - Parcela 2/2,113.55,2025-03-06
Ferramentas,,Mp *Alipaybrasilmeios - Parcela 2/2,107.57,2025-03-06
Produtos Saúde,,Drogaria Sao Paulo - Parcela 3/3,64.51,2025-03-06
Ferramentas,,Aliexpress - Parcela 4/8,33.48,2025-03-06
Alimentação,,MARKET4U,6.69,2025-03-06
Outros,,PAYGO*HOBBY TRADE CENT,40.0,2025-03-06
Eletrônico,,JLCPCB.COM,4.28,2025-03-06
Eletrônico,,JLCPCB.COM,126.65,2025-03-06
Ferramentas,,AMAZON BR,24.95,2025-03-06
Utilidade Casa,,DAISO BRASIL,29.47,2025-03-06
Outros,,CASA DA ARTES,28.82,2025-03-06
Presentes,,MERCADOLIVRE*ROSARIOTHEGL,-53.31,2025-03-06
Outros,,COM DE BANANAS TOMA,12.0,2025-03-06
Pet,,LUIZCARLOSDOS,14.0,2025-03-06
Eletrônico,,AMAZON BR,39.5,2025-03-06
Outros,,SHOPEE *SHPSTECNOLOGIA,37.27,2025-03-06
Outros,,SHOPEE *SHPSTECNOLOGIA,26.13,2025-03-06
Restaurante,,IFD*TMC COMERCIO DE PIZZA,48.9,2025-03-06
Restaurante,,OUTBACK MOOCA,159.72,2025-03-06
Combustível,,CENTRO AUTOMOTIVO AB,129.42,2025-03-06
Alimentação,,NESTLE BRASIL LTDA.,124.0,2025-03-06
Alimentação,,MERCADOOBAOBA,28.16,2025-03-06
Alimentação,,IFOOD       *IFOOD,205.79,2025-03-06
Alimentação,,IFOOD       *IFOOD,107.9,2025-03-06
Restaurante,,ANAPAULAJSILVA,35.9,2025-03-06
Planos,,PG *LEROY MERLIN LEROY,189.8,2025-03-06
Alimentação,,MERCADO OBA OBA LTDA M,5.9,2025-03-06
Planos,,MOBLY COMERCIO VAREJIS,24.89,2025-03-06
Alimentação,,IFOOD       *IFOOD,99.92,2025-03-06
Assinatura,,JUSBRASIL,1.9,2025-03-06
Restaurante,,IFD*OUTBACK STEAKHOUSE RE,73.93,2025-03-06
Internet,,CONTA VIVO,269.99,2025-03-06
Restaurante,,LA GUAPA  - CENTER NOR,57.16,2025-03-06
Vestimenta,,CENTAURO CE35,39.99,2025-03-06
Restaurante,,SHOPPING CENTER NORTE,18.0,2025-03-06
Outros,,STEAM,84.38,2025-03-06
Restaurante,,ABRAAO DE MORAES,24.4,2025-03-06
Alimentação,,PAO DE ACUCAR-1717,134.86,2025-03-06
Assinatura,,DL*GOOGLE YOUTUB,24.9,2025-03-06
Alimentação,,MERCADOOBAOBA,38.47,2025-03-06
Planos,,LEROY MERLIN,62.66,2025-03-06
Produtos Saúde,,DROGARIA SAO PAULO 002,108.6,2025-03-06
Alimentação,,MERCADOOBAOBA,32.26,2025-03-06
Utilidade Casa,,TRAMONT*LOJAOFICIAL,52.97,2025-03-06
Necessários,,GOL LINHAS A*GXRH,113.09,2025-03-06
Viagem,,DOLCISSIMO LANCHONETE E,49.0,2025-03-06
Viagem,,SUBGARTEN COMERCI,31.0,2025-03-06
Viagem,,DUTY PAID CONGONHAS II,24.2,2025-03-06
Viagem,,NIUSUSHI RESTAURANTE,183.16,2025-03-06
Viagem,,PIZZARIA DO FRITZ,5.0,2025-03-06
Alimentação,,IFD*COMPANHIA BRASILEIRA,190.23,2025-03-06
Planos,,FAVORITO CAFE E COZINH,30.19,2025-03-06
Viagem,,RIVER  *FALLS,106.77,2025-03-06
Viagem,,TAP WEB VIP,924.38,2025-03-06
Outros,,BOULEVAR    *BOULEVAR,19.72,2025-03-06
Viagem,,KARTODROMO INTERNACIONAL,160.0,2025-03-06
Planos,,ROCHA   REZENDE CIA LT,37.9,2025-03-06
Alimentação,,IFOOD       *IFOOD,97.9,2025-03-06
Restaurante,,DELTAEXPRESSO,19.0,2025-03-06
Restaurante,,RICARDO JAFET DELIVERY,62.8,2025-03-06
Planos,,OBRAMAX ATACADO DE CON,410.13,2025-03-06
Restaurante,,SUBGARTEN COMERCI,21.5,2025-03-06
Combustível,,CENTRO AUTOMOTIVO AB,128.94,2025-03-06
Restaurante,,PANIFICADORA NOGUEIR,18.0,2025-03-06
Restaurante,,CAFETERIA LIDER,9.0,2025-03-06
Assinatura,,AMAZON KINDLE UNLTD,1.99,2025-03-06
Restaurante,,IFD*TMC COMERCIO DE PIZZA,117.89,2025-03-06
Alimentação,,EXTRA HIPER-1359,23.99,2025-03-06
Outros,,MARTA LUCIA LEAND,24.96,2025-03-06
Alimentação,,COPA RIO ACOUGUE,144.93,2025-03-06
Alimentação,,CARREFOUR - IMIGRANTES,250.63,2025-03-06
Alimentação,,PAO DE ACUCAR 1717 RIC,257.83,2025-03-06
Produtos Saúde,,DROGARIA SAO PAULO 002,149.46,2025-03-06
Restaurante,,BACIO DI LATTE-LJ0052,41.9,2025-03-06
Alimentação,,VILA DAS FRUTAS,21.98,2025-03-06
Ferramentas,,AMAZON BR,51.0,2025-03-06
Assinatura,,IFD*IFOOD CLUB,5.95,2025-03-06
Alimentação,,IFOOD       *IFOOD,59.89,2025-03-06
Alimentação,,MARKET4U,26.08,2025-03-06
Planos,,Madeiramadeira,1454.95,2025-03-06
Viagem,,Uber* Trip,19.85,2025-03-06
Viagem,,Uber Uber *Trip Help.U,21.51,2025-03-06
Viagem,,Uber* Trip,11.19,2025-03-06
Viagem,,Uber Uber *Trip Help.U,21.21,2025-03-06
Viagem,,Uber* Trip,22.09,2025-03-06
Viagem,,Uber Uber *Trip Help.U,13.23,2025-03-06
Viagem,,Uber* Trip,35.96,2025-03-06
Viagem,,Uber* Trip,18.62,2025-03-06
Viagem,,Uber* Trip,13.57,2025-03-06
Utilidade Casa,,Shopee *Valtecshop,37.67,2025-03-06
Planos,,Mobly Comerc*Mobly,219.15,2025-03-06
Planos,,Mercadolivre*Comasec,252.7,2025-03-06
Planos,,Mobly Comerc*Mobly,1768.42,2025-03-06
Estacionamento,,Transação de NuTag,25.0,2025-03-06
Utilidade Casa,,Amazon - Parcela 1/5,51.73,2025-03-06
Celular,,Vivo Easy,33.0,2025-03-06
Assinatura,,Google One,11.99,2025-03-06
Alimentação,,Amazon,16.9,2025-03-06
Assinatura,,Google A Medium Corp,13.59,2025-03-06
Alimentação,,Amazon,38.13,2025-03-06
Estacionamento,,Transação de NuTag,23.0,2025-03-06
Estacionamento,,Transação de NuTag,23.0,2025-03-06
Estacionamento,,Transação de NuTag,20.0,2025-03-06
Utilidade Casa,,Amazon,8.88,2025-03-06
Utilidade Casa,,Amazon,4.85,2025-03-06
Restaurante,,Ifd*Outback Steakhouse,73.93,2025-03-06
Utilidade Casa,,Amazon,8.19,2025-03-06
Alimentação,,Mercadoobaoba,24.98,2025-03-06
Restaurante,,Ifd*Mimic Fornecimento,54.99,2025-03-06
Estacionamento,,Transação de NuTag,20.0,2025-03-06
Restaurante,,Ifood *Ifood,49.89,2025-03-06
Restaurante,,Ifd*Acaiberry Industri,21.92,2025-03-06
Assinatura,,Ifd*Ifood Club,4.98,2025-03-06
Ferramentas,,Amazon,22.67,2025-03-06
Ferramentas,,Aliexpress - Parcela 5/8,33.48,2025-03-06
Vestimenta,,Fila - Parcela 7/10,33.48,2025-03-06
Pet,,COBASI RICARDO JA,157.7,2025-03-06
Planos,,LEROY MERLIN,58.54,2025-03-06
Outros,,PAYGO*HOBBY TRADE CENT,40.0,2025-03-06
Alimentação,,MERCADOOBAOBA,38.37,2025-03-06
Alimentação,,GK GESTAO DE ESTACIO,10.0,2025-03-06
Ferramentas,,AMAZON BR,29.43,2025-03-06
Planos,,EC *MOVEISAQUI,74.47,2025-03-06
Planos,,TELHA NORTE,44.3,2025-03-06
Outros,,CASA DA ARTES,28.82,2025-03-06
Utilidade Casa,,SHOPEE *LAMIELLS,45.6,2025-03-06
Vestimenta,,CR          *CHICO REI,139.9,2025-03-06
Restaurante,,JAF AV RICARDO JAFET,31.4,2025-03-06
Ferramentas,,AMAZON BR,21.75,2025-03-06
Eletrônico,,SHOPEE *SHPSTECNOLOGIA,26.12,2025-03-06
Alimentação,,AMAZON BR,22.99,2025-03-06
Restaurante,,IFD*ACAIBERRY INDUSTRIA E,39.06,2025-03-06
Alimentação,,JAFELIZMERCADOS,19.0,2025-03-06
Alimentação,,AMAZON BR,17.79,2025-03-06
Restaurante,,IFD*TMC COMERCIO DE PIZZA,106.9,2025-03-06
Restaurante,,IFD*LANCHONETE MELLO  FIL,77.24,2025-03-06
Utilidade Casa,,DAISO BRASIL,31.46,2025-03-06
Restaurante,,IFD*ACAIBERRY INDUSTRI,39.06,2025-03-06
Produtos Saúde,,DROGARIA SAO PAULO461,45.18,2025-03-06
Alimentação,,PAO DE ACUCAR-1717,186.58,2025-03-06
Combustível,,CENTRO AUTOMOTIVO AB,149.36,2025-03-06
Alimentação,,IFOOD       *IFOOD,23.73,2025-03-06
Planos,,SHOPEE *NEWDENTALE,85.31,2025-03-06
Ferramentas,,SHOPEE *FERRAMENTASESP,23.95,2025-03-06
Planos,,SHOPEE *NEWDENTALE,46.5,2025-03-06
Utilidade Casa,,SHOPEE *SANCOMP,19.55,2025-03-06
Alimentação,,MARTA LUCIA LEAND,14.96,2025-03-06
Internet,,CONTA VIVO,284.24,2025-03-06
Alimentação,,MERCADO OBA OBA LTDA M,24.01,2025-03-06
Restaurante,,IFD*OUTBACK STEAKHOUSE RE,42.92,2025-03-06
Utilidade Casa,,TRAMONT*LOJAOFICIAL,52.95,2025-03-06
Assinatura,,DL*GOOGLE YOUTUB,24.9,2025-03-06
Restaurante,,KZEN SUSHI,321.86,2025-03-06
Necessários,,GOL LINHAS A*GXRH,113.09,2025-03-06
Alimentação,,MERCADOOBAOBA,18.49,2025-03-06
Alimentação,,IFOOD       *IFOOD,108.9,2025-03-06
Restaurante,,IFD*ACAIBERRY INDUSTRIA E,39.06,2025-03-06
Alimentação,,PAO DE ACUCAR-1717,239.73,2025-03-06
Restaurante,,BURGER KING,15.4,2025-03-06
Restaurante,,BURGER KING,57.8,2025-03-06
Restaurante,,IFD*LANCHONETE MELLO  FIL,67.25,2025-03-06
Viagem,,TAP WEB VIP,924.38,2025-03-06
Outros,,BOULEVAR    *BOULEVAR,19.72,2025-03-06
Alimentação,,JAFELIZMERCADOS,11.66,2025-03-06
Alimentação,,MARTA LUCIA LEAND,5.5,2025-03-06
Alimentação,,MERCADOOBAOBA,5.48,2025-03-06
Pet,,LUIZCARLOSDOS,14.0,2025-03-06
Assinatura,,IFD*IFOOD CLUB,5.95,2025-03-06
Seguro,,AZUL SEGURO AUTO,199.91,2025-03-06
Ferramentas,,AMAZON BR,51.0,2025-03-06
Restaurante,,IFOOD       *IFOOD,87.9,2025-03-06
Alimentação,,MERCADOOBAOBA,25.38,2025-03-06
Planos,,LOCALIZA RAC AACGH0,164.6,2025-03-06
Planos,,LOCALIZA RAC AACGH0,-260.87,2025-03-06
Planos,,LOCALIZA RAC AACGH0,-228.08,2025-03-06
Utilidade Casa,,"Estorno de ""Shopee *Pichau""",-34.25,2025-03-06
Celular,,Vivo Easy,33.0,2025-03-06
Assinatura,,Google One,11.99,2025-03-06
Estacionamento,,NuTag*AYA7I00,20.0,2025-03-06
Assinatura,,Google A Medium Corp,13.59,2025-03-06
Aluguel,,Mercadolivre*Lagosvar - Parcela 1/5,157.76,2025-03-06
Aluguel,,Mercadolivre*Mabbiaso,124.68,2025-03-06
Utilidade Casa,,Shopee *Casavdeo,98.02,2025-03-06
Utilidade Casa,,Shopee *Rytweb,58.8,2025-03-06
Utilidade Casa,,Shopee *Lccomercios,41.97,2025-03-06
Planos,,Obramax Atacado de Con,345.9,2025-03-06
Utilidade Casa,,Amazon,12.51,2025-03-06
Utilidade Casa,,Shopee *Ifprateleirase,13.99,2025-03-06
Planos,,Shopee *Maxxdistribuid,17.5,2025-03-06
Planos,,Leroy Merlin,132.07,2025-03-06
Planos,,Pg *Leroy Merlin Leroy,213.78,2025-03-06
Planos,,Shopee *Fitasmdf,27.0,2025-03-06
Planos,,"Estorno de ""Mobly Comerc*Mobly""",-735.47,2025-03-06
Utilidade Casa,,Shopee *Pichau,122.92,2025-03-06
Ferramentas,,Shopee *Espaodigital,53.26,2025-03-06
Utilidade Casa,,Amazon,31.53,2025-03-06
Planos,,Amazon,36.48,2025-03-06
Planos,,Shopee *Potenzashopcas,60.54,2025-03-06
Utilidade Casa,,Shopee *Abcfixadores,22.9,2025-03-06
Pet,,Cobasi Imigrantes,146.41,2025-03-06
Planos,,Carrefour Com,3089.0,2025-03-06
Planos,,Shopee *Duhshop,85.74,2025-03-06
Aluguel,,Pg *Leroy Merlin Leroy,383.69,2025-03-06
Planos,,Leroy Merlin,100.35,2025-03-06
Ferramentas,,Amazon,23.9,2025-03-06
Ferramentas,,Aliexpress - Parcela 6/8,33.48,2025-03-06
Locomoção,,Uber* Trip,3.0,2025-03-06
Locomoção,,Uber* Trip,17.4,2025-03-06
Utilidade Casa,,Amazon - Parcela 2/5,51.72,2025-03-06
Locomoção,,Uber* Trip,9.45,2025-03-06
Vestimenta,,Fila - Parcela 8/10,33.48,2025-03-06
Pet,,COBASI RICARDO JA,157.7,2025-03-06
Planos,,LEROY MERLIN,58.54,2025-03-06
Outros,,PAYGO*HOBBY TRADE CENT,40.0,2025-03-06
Alimentação,,MERCADOOBAOBA,38.37,2025-03-06
Alimentação,,GK GESTAO DE ESTACIO,10.0,2025-03-06
Ferramentas,,AMAZON BR,29.43,2025-03-06
Planos,,EC *MOVEISAQUI,74.47,2025-03-06
Planos,,TELHA NORTE,44.3,2025-03-06
Outros,,CASA DA ARTES,28.82,2025-03-06
Utilidade Casa,,SHOPEE *LAMIELLS,45.6,2025-03-06
Vestimenta,,CR          *CHICO REI,139.9,2025-03-06
Restaurante,,JAF AV RICARDO JAFET,31.4,2025-03-06
Ferramentas,,AMAZON BR,21.75,2025-03-06
Eletrônico,,SHOPEE *SHPSTECNOLOGIA,26.12,2025-03-06
Alimentação,,AMAZON BR,22.99,2025-03-06
Restaurante,,IFD*ACAIBERRY INDUSTRIA E,39.06,2025-03-06
Alimentação,,JAFELIZMERCADOS,19.0,2025-03-06
Alimentação,,AMAZON BR,17.79,2025-03-06
Restaurante,,IFD*TMC COMERCIO DE PIZZA,106.9,2025-03-06
